input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Interaudi Bank,New York,NY,538802,INTERAUDI BANK,NMB,NEW YORK,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pacific Crest Federal Credit Union,Klamath Falls,OR,97176,PACIFIC NW FEDERAL CREDIT UNION,FCU,PORTLAND,OR,active,100.0,90.2,state,strong,accept,"city_mismatch,composite_capped"
The Bank Of Marion,Marion,VA,858528,"BANK OF MARION, THE",SMB,MARION,VA,active,100.0,92.4,"state,city",strong,accept,composite_capped
Code Credit Union,Dayton,OH,305974,CODE CREDIT UNION,SCU,DAYTON,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Postal And Community Credit Union,Saint Joseph,MO,317995,POSTAL & COMMUNITY CREDIT UNION,SCU,SAINT JOSEPH,MO,active,100.0,93.8,"state,city",strong,accept,composite_capped
Mid-Kansas Credit Union,Moundridge,KS,357393,MID-KANSAS CREDIT UNION,SCU,MOUNDRIDGE,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
St Landry Bank & Trust,Opelousas,LA,420578,CATALYST BANK,CSA,OPELOUSAS,LA,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Wauchula State Bank,Wauchula,FL,3897519,FIRST STATE BANK HOLDING COMPANY,BHC,KEY WEST,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
The Bank Of Romney,Romney,WV,722432,"BANK OF ROMNEY, THE",SMB,ROMNEY,WV,active,100.0,92.4,"state,city",strong,accept,composite_capped
Weston Banks Wealth Partners,Raleigh,NC,1072134,"WELLS FARGO WEALTH BROKERAGE INSURANCE AGENCY, LLC",DEO,CHARLOTTE,NC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Hyperion Bank,Philadelphia,PA,3517590,HYPERION BANK,NMB,PHILADELPHIA,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
1St Advantage Bank,Saint Peters,MO,3317192,1ST ADVANTAGE BANK,NMB,SAINT PETERS,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Utica District Telephone Employees Federal Credit Union,utica,NY,676384,UTICA DISTRICT TELEPHONE EMP FEDERAL CREDIT UNION,FCU,UTICA,NY,active,100.0,94.2,"state,city",strong,accept,composite_capped
Gold Coast Federal Credit Union,palm springs,FL,617378,GOLD COAST FEDERAL CREDIT UNION,FCU,WEST PALM BEACH,FL,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Staley Credit Union,Decatur,IL,780991,STALEY CREDIT UNION,SCU,DECATUR,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Peoples Independent Bank,Boaz,AL,1188987,PEOPLES INDEPENDENT BANK,NMB,BOAZ,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
State Bank Of Chandler,Chandler,MN,112556,STATE BANK OF CHANDLER,NMB,CHANDLER,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Icon Bank Of Texas,Houston,TX,925653,BANK OF TEXAS,SMB,MIDLAND,TX,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Lincoln 1St Bank,Pine Brook,NJ,6095071,LIBERTY BANK OF NEW JERSEY,NMB,VERONA,NJ,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Whatcom Educational Credit Union,Bellingham,WA,656395,WHATCOM EDUCATIONAL CREDIT UNION,SCU,BELLINGHAM,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Sierra Pacific Federal Credit Union,Reno,NV,704371,SIERRA PACIFIC FEDERAL CREDIT UNION,FCU,RENO,NV,active,100.0,100.0,"state,city",strong,accept,composite_capped
Heartland Credit Union - Kansas,hutchinson,KS,177498,HEARTLAND CREDIT UNION,SCU,HUTCHINSON,KS,active,100.0,95.0,"state,city",strong,accept,composite_capped
Greenfield Co-Operative Bank,Greenfield,MA,326979,GREENFIELD CO-OPERATIVE BANK,SMB,GREENFIELD,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Creditguard Ltd,Hamden,CT,5721047,HUDSON STRUCTURED CAPITAL MANAGEMENT LTD,DEO,STAMFORD,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
1St Gateway Credit Union,Camanche,IA,303998,1ST GATEWAY CREDIT UNION,SCU,CAMANCHE,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
"West End Bank, S.B.",Richmond,IN,577472,"WEST END BANK, S. B.",SSB,RICHMOND,IN,closed,100.0,97.4,"state,city",strong,accept,composite_capped
Paho/Who Federal Credit Union,Washington,DC,793487,DC FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,88.4,"state,city",strong,review,"moderate_name_score,composite_capped"
Meadowland Credit Union,Sheboygan Falls,WI,957092,MEADOWLAND CREDIT UNION,SCU,SHEBOYGAN FALLS,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bay Area Credit Union,Oregon,OH,149299,"BAY AREA CREDIT UNION, INC.",SCU,OREGON,OH,active,100.0,87.5,"state,city",strong,review,"moderate_name_score,composite_capped"
The Leaders Bank,Oak Brook,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Welcome Federal Credit Union,Morrisville,NC,878795,WELCOME FEDERAL CREDIT UNION,FCU,MORRISVILLE,NC,active,100.0,100.0,"state,city",strong,accept,composite_capped
Friends And Family Credit Union,Massillon,OH,746090,FRIENDS AND FAMILY CREDIT UNION,SCU,MASSILLON,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Gain Federal Credit Union,Burbank,CA,256571,GAIN FEDERAL CREDIT UNION,FCU,BURBANK,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bankers' Bank Of The West,Denver,CO,732758,BANKERS' BANK OF THE WEST,SMB,DENVER,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Global Bankers Insurance Group,durham,NC,5975327,"GROUP FINANCE, INC.",FNC,CHARLOTTE,NC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Stanwood Area Federal Credit Union,New Stanton,PA,272777,STANWOOD AREA FEDERAL CREDIT UNION,FCU,NEW STANTON,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Central City Credit Union,marshfield,WI,740490,CENTRAL CREDIT UNION,SCU,WAUPUN,WI,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Credit Services Corporation,Dalton,CA,1028168,INSTITUTIONAL CREDIT SERVICES CORPORATION,FNC,PANORAMA CITY,CA,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Lightbank,New York,IL,556936,FORESIGHT BANK,NMB,WINNEBAGO,IL,active,100.0,80.0,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Union County Savings Bank,Elizabeth,NJ,373601,UNION COUNTY SAVINGS BANK,SSB,ELIZABETH,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Family First Credit Union,Atlanta,GA,717296,FAMILY FIRST CREDIT UNION,SCU,HAPEVILLE,GA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Community Shores Bank,Muskegon,MI,2735333,COMMUNITY SHORES BANK CORPORATION,BHC,MUSKEGON,MI,closed,100.0,90.0,"state,city",strong,accept,composite_capped
Central Bank Of Kansas City,Kansas City,MO,751852,CENTRAL BANK OF KANSAS CITY,NMB,KANSAS CITY,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
1St Bank Yuma,Yuma,AZ,3048487,1ST BANK YUMA,NMB,YUMA,AZ,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Mncppc Federal Credit Union,College Park,MD,250681,M N C P P C FEDERAL CREDIT UNION,FCU,COLLEGE PARK,MD,active,100.0,91.5,"state,city",strong,accept,composite_capped
Global Bank,New York,FL,163437,GLOBAL BANK,SMB,HIALEAH,FL,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
The Cooperative Bank Of Cape Cod,hyannis,MA,161273,TRUNORTH BANK,SMB,PEABODY,MA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Lce Federal Credit Union,Painesville,OH,318189,L C E FEDERAL CREDIT UNION,FCU,PAINESVILLE,OH,active,100.0,96.0,"state,city",strong,accept,composite_capped
Rsi Bank,Rahway,NJ,797775,BLUE FOUNDRY BANK,SSB,RUTHERFORD,NJ,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Postal Family Credit Union,Cincinnati,OH,966991,POSTAL FAMILY CREDIT UNION,SCU,CINCINNATI,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
United Roosevelt Savings Bank,Carteret,NJ,644776,UNITED ROOSEVELT SAVINGS BANK,SSB,CARTERET,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Triumph Bank,Memphis,TN,3409994,"TRIUMPH BANCSHARES, INC.",BHC,MEMPHIS,TN,closed,100.0,86.1,"state,city",strong,review,"moderate_name_score,composite_capped"
The Henry County Bank,Napoleon,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Royal Savings Bank,Chicago,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Florida Parishes Bank,Hammond,LA,420578,CATALYST BANK,CSA,OPELOUSAS,LA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Sawyer Savings Bank,Saugerties,NY,605610,SAWYER SAVINGS BANK,SSB,SAUGERTIES,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Monterey County Bank,Monterey,CA,297761,MONTEREY COUNTY BANK,NMB,MONTEREY,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Dalan Eubanks Insurance Agency,Roseville,MI,3900286,MIC PROPERTY AND CASUALTY INSURANCE CORPORATION,DEO,DETROIT,MI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Ottawa Savings Bank,Ottawa,IL,426534,HEARTLAND BANK AND TRUST COMPANY,NMB,BLOOMINGTON,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Platinum Bank,Oakdale,MN,3538009,PLATINUM BANK,NMB,OAKDALE,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Tri-Star Trust Bank,Saginaw,MI,1005075,DEARBORN FEDERAL SAVINGS BANK,FSB,DEARBORN,MI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Mpd Community Credit Union,Nashville,TN,419291,M.P.D. COMMUNITY CREDIT UNION,SCU,NASHVILLE,TN,active,100.0,94.5,"state,city",strong,accept,composite_capped
First Florida Bank,Destin,FL,695134,FIRST CITY BANK OF FLORIDA,NMB,FORT WALTON BEACH,FL,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Ohio Credit Union League,Columbus,OH,571292,CREDIT UNION OF OHIO,SCU,HILLIARD,OH,active,100.0,87.3,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Aerospace Federal Credit Union,El Segundo,CA,792284,AEROSPACE FEDERAL CREDIT UNION,FCU,EL SEGUNDO,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Velocity Community Federal Credit Union,Palm Beach Gardens,FL,338981,VELOCITY COMMUNITY FEDERAL CREDIT UNION,FCU,PALM BEACH GARDENS,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of India,Mumbai,NY,2037626,STATE BANK OF INDIA FINANCE INC.,SBD,NEW YORK,NY,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
High Country Bank,Salida,CO,479370,HIGH COUNTRY BANK,SMB,SALIDA,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Ipava State Bank,Ipava,IL,760434,IPAVA STATE BANK,NMB,LEWISTOWN,IL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Rabun County Bank,Clayton,GA,514936,RABUN COUNTY BANK,NMB,CLAYTON,GA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Martinsville First Savings Bank,Martinsville,VA,104971,MARTINSVILLE FIRST SAVINGS BANK,SAL,MARTINSVILLE,VA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Capital Banking Solutions,Midland,TX,596156,CAPITAL BANK,NMB,HOUSTON,TX,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
North Salem State Bank,North Salem,IN,345747,STATE BANK,NMB,BROWNSBURG,IN,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Mars Bank,Mars,PA,304173,MARQUETTE SAVINGS BANK,SSB,ERIE,PA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Midwest Independent Bank,Jefferson City,MO,1142309,"MIDWEST INDEPENDENT BANCSHARES, INC.",BHC,JEFFERSON CITY,MO,active,100.0,88.1,"state,city",strong,review,"moderate_name_score,composite_capped"
Kinderhook Bank,Kinderhook,NY,2589732,KINDERHOOK BANK CORP.,FHD,KINDERHOOK,NY,closed,100.0,95.0,"state,city",strong,accept,composite_capped
Carolina Foothills Federal Credit Union,Spartanburg,SC,839189,CAROLINA FOOTHILLS FEDERAL CREDIT UNION,FCU,SPARTANBURG,SC,active,100.0,100.0,"state,city",strong,accept,composite_capped
White Eagle Credit Union,Augusta,KS,188494,WHITE EAGLE CREDIT UNION,SCU,AUGUSTA,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Greater Wayne Community Federal Credit Union,Rittman,OH,67674,GREATER WAYNE COMMUNITY FEDERAL CREDIT UNION,FCU,RITTMAN,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Bank & Trust,Del Rio,TX,247355,SECURITY STATE BANK & TRUST,NMB,FREDERICKSBURG,TX,active,100.0,87.1,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Sentry Bank,Saint Joseph,MN,746157,SENTRY BANK,NMB,SAINT JOSEPH,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Parks Heritage Federal Credit Union,glens falls,NY,972189,PARKS HERITAGE FEDERAL CREDIT UNION,FCU,GLENS FALLS,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Altoona First Savings Bank,Altoona,PA,777870,ALTOONA FIRST SAVINGS BANK,SSB,ALTOONA,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Oregon Pacific Banking Company,Florence,OR,5784930,PACIFIC WEST BANCORP,BHC,WEST LINN,OR,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Foresight Bank,Plainview,MN,755458,FORESIGHT BANK,NMB,PLAINVIEW,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Union Credit Corporation,Orange,GA,1591831,CONTEL CREDIT CORPORATION,FNC,ATLANTA,GA,active,100.0,85.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
The Farmers & Merchants Bank,Caldwell,OH,176325,FARMERS & MERCHANTS BANK,NMB,MIAMISBURG,OH,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Community Credit Of South Carolina,Greenville,SC,3720,"BANK OF CLARENDON, THE",NMB,MANNING,SC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Carson Bank,Mulvane,KS,171656,CARSON BANK,NMB,MULVANE,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Century Federal Credit Union,Sioux Falls,SD,96375,FIRST CENTURY FEDERAL CREDIT UNION,FCU,SIOUX FALLS,SD,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Texas Partners Federal Credit Union,Alexandria,VA,996699,LR CREDIT UNION,SCU,LEXINGTON,VA,closed,100.0,86.9,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Republic Bank Of Arizona,Phoenix,AZ,3596894,REPUBLIC BANK OF ARIZONA,NMB,PHOENIX,AZ,closed,100.0,100.0,"state,city",strong,accept,composite_capped
The Bank And Trust S.S.B,Del Rio,TX,623454,"BANK AND TRUST, SSB, THE",SMB,DEL RIO,TX,active,100.0,87.1,"state,city",strong,review,"moderate_name_score,composite_capped"
Premier Bank Of The South,Cullman,AL,1160509,PREMIER BANK OF THE SOUTH,NMB,CULLMAN,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Big Spring Education Employees Federal Credit Union,Big Spring,TX,182689,BIG SPRING EDUCATION EMPLOYEES FEDERAL CREDIT UNION,FCU,BIG SPRING,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Greater Cincinnati Credit Union,Cincinnati,OH,966197,AGGREGATES CINCINNATI CREDIT UNION,SCU,CINCINNATI,OH,closed,100.0,92.3,"state,city",strong,accept,composite_capped
Aea Federal Credit Union,yuma,AZ,592381,AERO FEDERAL CREDIT UNION,FCU,GLENDALE,AZ,active,100.0,93.9,state,strong,accept,"city_mismatch,composite_capped"
Prime Care Credit Union,Norfolk,VA,59398,"PRIME CARE CREDIT UNION, INCORPORATED",SCU,NORFOLK,VA,closed,100.0,90.0,"state,city",strong,accept,composite_capped
Aod Federal Credit Union,Bynum,AL,995384,AOD FEDERAL CREDIT UNION,FCU,OXFORD,AL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
South Story Bank & Trust,Dubuque,IA,542340,SOUTH STORY BANK & TRUST,NMB,SLATER,IA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Jones Bank,Seward,NE,469559,JONES BANK,SMB,SEWARD,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Veritas Federal Credit Union,Franklin,TN,384885,VERITAS FEDERAL CREDIT UNION,FCU,FRANKLIN,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Aurgroup Financial Credit Union,Fairfield,OH,981798,AURGROUP FINANCIAL CREDIT UNION,SCU,FAIRFIELD,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Western Commerce Bank,Carlsbad,NM,169756,WESTERN COMMERCE BANK,NMB,CARLSBAD,NM,active,100.0,100.0,"state,city",strong,accept,composite_capped
Waypoint Bank,Cozad,NE,244158,WAYPOINT BANK,NMB,COZAD,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Wells River Savings Bank,Wells River,VT,303701,WELLS RIVER SAVINGS BANK,SSB,WELLS RIVER,VT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Upper Peninsula State Bank,Escanaba,MI,236957,UPPER PENINSULA STATE BANK,NMB,ESCANABA,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Ontario Shores Federal Credit Union,newfane,NY,363385,ONTARIO SHORES FEDERAL CREDIT UNION,FCU,NEWFANE,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hud Federal Credit Union,Washington,DC,524373,HUD FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,100.0,"state,city",strong,accept,composite_capped
Credit Union Leasing Of America (Cula),san diego,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Prescott Federal Credit Union,Prescott,AZ,750770,PRESCOTT FEDERAL CREDIT UNION,FCU,PRESCOTT,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Frontier State Bank,Oklahoma City,OK,632858,FRONTIER STATE BANK,NMB,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Four Points Federal Credit Union,Omaha,NE,1018918,FOUR POINTS FEDERAL CREDIT UNION,FCU,OMAHA,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mutual Bank,Whitman,IL,754433,MUTUAL BANK,NMB,HARVEY,IL,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Century Bank Of Florida,Tampa,FL,2939001,CENTURY BANK OF FLORIDA,SMB,TAMPA,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Cfg Community Bank,Baltimore,MD,533124,"HARBOR BANK OF MARYLAND, THE",NMB,BALTIMORE,MD,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Menlo Survey Federal Credit Union,Menlo Park,CA,964885,MENLO SURVEY FEDERAL CREDIT UNION,FCU,MENLO PARK,CA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Vantage Point Federal Credit Union,Hopewell,VA,455383,VANTAGE POINT FEDERAL CREDIT UNION,FCU,HOPEWELL,VA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Virginia Partners Bank,Fredericksburg,VA,933621,BURKE AND HERBERT BANK AND TRUST COMPANY,SMB,ALEXANDRIA,VA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Baylands Family Credit Union,West Point,VA,957878,"BAYLANDS FAMILY CREDIT UNION, INC.",SCU,WEST POINT,VA,active,100.0,90.3,"state,city",strong,accept,composite_capped
1St Community Credit Union,Sparta,WI,203294,1ST COMMUNITY CREDIT UNION,SCU,SPARTA,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Sunstate Bank,Miami,FL,2791085,SUNSTATE BANK,NMB,MIAMI,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Smw 104 Federal Credit Union,san leandro,CA,931289,SMW 104 FEDERAL CREDIT UNION,FCU,LIVERMORE,CA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Express Credit Union,,WA,111894,EXPRESS CREDIT UNION,SCU,SEATTLE,WA,active,100.0,100.0,state,strong,accept,composite_capped
First Nations Bank,Chicago,IL,277240,FIRST NATIONS BANK,NMB,CHICAGO,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Platinum Federal Credit Union,Duluth,GA,2872694,PLATINUM FEDERAL CREDIT UNION,FCU,LILBURN,GA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Richmond Heritage Federal Credit Union,Richmond,VA,230674,RICHMOND HERITAGE FEDERAL CREDIT UNION,FCU,RICHMOND,VA,active,100.0,100.0,"state,city",strong,accept,composite_capped
