input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Iron County Community Credit Union,Hurley,WI,912998,IRON COUNTY COMMUNITY CREDIT UNION,SCU,HURLEY,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Cusb Bank,Cresco,IA,900146,CUSB BANK,SMB,CRESCO,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Grundy Bank,Morris,IL,715144,GRUNDY BANK,SMB,MORRIS,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Irving City Employees Federal Credit Union,Irving,TX,876791,IRVING CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,IRVING,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Providence Federal Credit Union,milwaukie,OR,827887,PROVIDENCE FEDERAL CREDIT UNION,FCU,MILWAUKIE,OR,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Kopernik Bank,Baltimore,MD,357375,K BANK,NMB,OWINGS MILLS,MD,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Lake County Educational Federal Credit Union,Painesville,OH,284387,L P FEDERAL CREDIT UNION,FCU,HUDSON,OH,closed,100.0,86.1,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Ticonderoga Federal Credit Union,Ticonderoga,NY,208589,RT FEDERAL CREDIT UNION,FCU,ROME,NY,active,100.0,88.4,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Riddell National Bank,Brazil,IN,319047,"RIDDELL NATIONAL BANK, THE",NAT,BRAZIL,IN,active,100.0,89.4,"state,city",strong,review,"moderate_name_score,composite_capped"
First Federal Savings Bank Of Kentucky,Frankfort,KY,741974,FIRST FEDERAL SAVINGS BANK OF KENTUCKY,FSB,FRANKFORT,KY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Valley Bank & Trust,Chambersburg,IA,1014246,CEDAR VALLEY BANK & TRUST,NMB,LA PORTE CITY,IA,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Travis County Credit Union,Austin,TX,634290,TRAVIS COUNTY CREDIT UNION,SCU,AUSTIN,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of Prairie Village,Prairie Village,KS,673851,BANK OF PRAIRIE VILLAGE,NMB,PRAIRIE VILLAGE,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Persons Banking Co,Conyers,GA,212335,PERSONS BANKING COMPANY,NMB,FORSYTH,GA,closed,100.0,87.8,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Gina Eubanks Agency,Minden,LA,1082553,COMMUNITY INSURANCE AGENCY INC.,DEO,SAINT FRANCISVILLE,LA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Capital Federal Credit Union,York,PA,289999,FIRST CAPITAL FEDERAL CREDIT UNION,FCU,YORK,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
First State Bank Of Bloomington,Bloomington,IL,266244,STATE BANK,NMB,WATERLOO,IL,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Heartland Credit Union Association,St Louis,MO,778194,UNITED CREDIT UNION,SCU,MEXICO,MO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
1St Bank,Broadus,WY,898458,BANK OF JACKSON HOLE TRUST,SMB,JACKSON,WY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Harvest Bank,Kimball,MN,28152,HARVEST BANK,NMB,KIMBALL,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Bank Street Group,Stamford,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Asian Pacific National Bank,San Gabriel,CA,1462986,ASIAN PACIFIC NATIONAL BANK,NAT,SAN GABRIEL,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kemba Delta Federal Credit Union,Bartlett,TN,279794,KEMBA DELTA FEDERAL CREDIT UNION,FCU,BARTLETT,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Skandinaviska Enskilda Banken AB (publ),Stockholm,NY,6122632,VINTAGE INFRASTRUCTURE PARTNERS II EMPLOYEE OFFSHORE (US) AB IV LLC,DEO,NEW YORK,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Grand Savings Bank,Grove,OK,732178,GRAND SAVINGS BANK,NMB,GROVE,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Americhoice Federal Credit Union,Mechanicsburg,PA,519986,AMERICHOICE FEDERAL CREDIT UNION,FCU,MECHANICSBURG,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
CM Members Federal Credit Union,Columbus,MS,344580,CM MEMBERS FEDERAL CREDIT UNION,FCU,COLUMBUS,MS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Peoplessouth Bank,Colquitt,GA,518037,PEOPLESSOUTH BANK,NMB,COLQUITT,GA,active,100.0,100.0,"state,city",strong,accept,composite_capped
American Eagle Credit Union,st. louis,MO,213293,VOLT CREDIT UNION,SCU,SPRINGFIELD,MO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
North Carolina Bankers Association,Raleigh,NC,778121,CAROLINA BANK,NMB,PINEHURST,NC,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
First Pryority Bank,Pryor,OK,524953,FIRST PRYORITY BANK,SMB,PRYOR,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Impact Bank,Wellington,KS,369453,IMPACT BANK,SMB,WELLINGTON,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pocatello Railroad Federal Credit Union,pocatello,ID,157397,SIMPLOT CREDIT UNION,SCU,POCATELLO,ID,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Royal Asian Bank,Fort Lee,NJ,6095071,LIBERTY BANK OF NEW JERSEY,NMB,VERONA,NJ,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Service Plus Credit Union,Moline,IL,687997,SERVICE PLUS CREDIT UNION,SCU,MOLINE,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
The First National Bank Of Blanchester,Blanchester,OH,735414,"FIRST NATIONAL BANK OF BLANCHESTER, THE",NAT,BLANCHESTER,OH,active,100.0,93.8,"state,city",strong,accept,composite_capped
Santa Barbara Teachers Federal Credit Union,Santa Barbara,CA,192679,SANTA BARBARA TEACHERS FEDERAL CREDIT UNION,FCU,SANTA BARBARA,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Belvoir Federal Credit Union,Woodbridge,VA,859075,BELVOIR FEDERAL CREDIT UNION,FCU,WOODBRIDGE,VA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Kit Federal Credit Union,Louisville,KY,337283,K I T FEDERAL CREDIT UNION,FCU,LOUISVILLE,KY,active,100.0,96.0,"state,city",strong,accept,composite_capped
Midwest Regional Credit Union,Kansas City,KS,422693,MIDWEST REGIONAL CREDIT UNION,SCU,KANSAS CITY,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mid Cities Credit Union,Compton,CA,195090,MID-CITIES CREDIT UNION,SCU,COMPTON,CA,active,100.0,95.7,"state,city",strong,accept,composite_capped
Park Ridge Community Bank,Park Ridge,IL,430344,COMMUNITY BANK,NMB,WINSLOW,IL,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Frick Tri-County Federal Credit Union,Uniontown,PA,108885,ERIE COUNTY FEDERAL CREDIT UNION,FCU,ERIE,PA,closed,100.0,87.0,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Countryside Federal Credit Union,East Syracuse,NY,3888311,COUNTRYSIDE FEDERAL CREDIT UNION,FNC,SYRACUSE,NY,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
The Bank Of Delmarva,Seaford,DE,4904964,CHARLES SCHWAB TRUST COMPANY OF DELAWARE,NTC,WILMINGTON,DE,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Baybank,Boston,MA,1110492,BAYBANKS MORTGAGE CORP.,DEO,BOSTON,MA,closed,100.0,90.0,"state,city",strong,accept,composite_capped
Elgin State Bank,Elgin,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Chippewa Valley Bank,Hayward,WI,779650,CHIPPEWA VALLEY BANK,NMB,HAYWARD,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Belt Valley Bank,Belt,MT,223751,BELT VALLEY BANK,SMB,BELT,MT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Great Erie Federal Credit Union,Orchard Park,NY,574882,GREAT ERIE FEDERAL CREDIT UNION,FCU,ORCHARD PARK,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Texas State Bank,Mcallen,TX,748964,TEXAS STATE BANK,NMB,SAN ANGELO,TX,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Premier Consumer Credit Counseling,Miami,FL,859794,TRANSPORT CREDIT UNION,SCU,TAMPA,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Madison Bank Of Maryland,Forest Hill,MD,453325,MADISON BANK OF MARYLAND,NMB,SILVER SPRING,MD,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Conservation Employees Credit Union,Jefferson City,MO,386692,CONSERVATION EMPLOYEES CREDIT UNION,SCU,JEFFERSON CITY,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Garrett State Bank,Garrett,IN,345747,STATE BANK,NMB,BROWNSBURG,IN,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Stafford Savings Bank,Stafford Springs,CT,113003,STAFFORD SAVINGS BANK,SSB,STAFFORD SPRINGS,CT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Global Commercial Credit,Franklin,MI,884880,GREAT LAKES FIRST FEDERAL CREDIT UNION,FCU,ESCANABA,MI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Farmers State Bank & Trust,Mount Sterling,LA,567736,FARMERS STATE BANK & TRUST COMPANY,NMB,CHURCH POINT,LA,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Granville National Bank,Granville,IL,560830,"GRANVILLE NATIONAL BANK, THE",NAT,GRANVILLE,IL,active,100.0,90.2,"state,city",strong,accept,composite_capped
Chivaho Federal Credit Union,Chillicothe,OH,887573,CHIVAHO FEDERAL CREDIT UNION,FCU,CHILLICOTHE,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Standing Stone Bank,Lancaster,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
San Diego Firefighters Federal Credit Union,San Diego,CA,231699,SAN DIEGO FIREFIGHTERS FEDERAL CREDIT UNION,FCU,SAN DIEGO,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Central Jersey Federal Credit Union,Woodbridge,NJ,636173,CENTRAL JERSEY FEDERAL CREDIT UNION,FCU,WOODBRIDGE,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Walker County Federal Credit Union,Huntsville,TX,524186,WALKER COUNTY FEDERAL CREDIT UNION,FCU,HUNTSVILLE,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Doral Bank,San Juan,NY,442011,GENERATIONS BANK,FSB,SENECA FALLS,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
