input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
GNC Community Federal Credit Union,New Castle,PA,330079,GNC COMMUNITY FEDERAL CREDIT UNION,FCU,NEW CASTLE,PA,active,100.0,100.0,"state,city",strong
Wepco Federal Credit Union,Bloomington,MD,38580,WEPCO FEDERAL CREDIT UNION,FCU,BLOOMINGTON,MD,active,100.0,100.0,"state,city",strong
Agrow Credit Corp,Austin,TX,100188,VALWOOD PARK FEDERAL CREDIT UNION,FCU,CARROLLTON,TX,active,100.0,85.5,state,strong
Peninsula Community Federal Credit Union,Shelton,WA,949471,PENINSULA COMMUNITY FEDERAL CREDIT UNION,FCU,SHELTON,WA,active,100.0,100.0,"state,city",strong
"Angelina Savings Bank, Ssb",Lufkin,TX,660879,"ANGELINA SAVINGS BANK, SSB",SSB,LUFKIN,TX,active,100.0,100.0,"state,city",strong
Walcott Trust And Savings Bank,Walcott,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,"state,city",strong
First State Bank Of Colorado,Hotchkiss,CO,255659,BANK OF COLORADO,NMB,FORT COLLINS,CO,active,100.0,90.0,"state,city",strong
CHEVRON WEST CREDIT UNION,Englewood,CO,867995,"CREDIT UNION OF COLORADO, A FEDERAL CREDIT UNION",FCU,DENVER,CO,active,100.0,85.5,"state,city",strong
O'Bannon Banking Company,Buffalo,MO,955940,O'BANNON BANKING COMPANY,NMB,BUFFALO,MO,active,100.0,100.0,"state,city",strong
Allegheny Valley Bank,Pittsburgh,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
Rushford State Bank,Rushford,MN,884657,RUSHFORD STATE BANK (INCORPORATED),NMB,RUSHFORD,MN,active,100.0,90.0,"state,city",strong
Rockwood Bank,Eureka,MO,2020824,"ROCKWOOD BANCSHARES, INC.",BHC,EUREKA,MO,closed,100.0,86.4,"state,city",strong
Texhillco School Employees Federal Credit Union,kerrville,TX,846084,TEXHILLCO SCHOOL EMPLOYEES FEDERAL CREDIT UNION,FCU,KERRVILLE,TX,active,100.0,100.0,"state,city",strong
First & Farmers National Bank,Somerset,KY,721949,"FIRST & FARMERS NATIONAL BANK, INC.",NAT,SOMERSET,KY,active,100.0,90.6,"state,city",strong
Farmers Bank Of Appomattox,Appomattox,VA,946425,BANK OF APPOMATTOX,NMB,APPOMATTOX,VA,closed,100.0,95.0,"state,city",strong
Associated Mortgage Bankers,Ronkonkoma,NY,4320201,ASSOCIATED MORTGAGE BANKERS IN,DEO,GARDEN CITY,NY,active,100.0,95.0,state,strong
Elite Bankcard Solutions,Keego Harbor,MI,4566326,CONSTELLATION MORTGAGE SOLUTIONS INC.,DPS,SOUTHFIELD,MI,active,100.0,85.5,state,strong
Nupath Community Credit Union,Farmington Hills,MI,119498,NUPATH COMMUNITY CREDIT UNION,SCU,WYANDOTTE,MI,closed,100.0,100.0,state,strong
Printing Industries Credit Union,Riverside,CA,755494,PRINTING INDUSTRIES CREDIT UNION,SCU,RIVERSIDE,CA,closed,100.0,100.0,"state,city",strong
Luther Burbank Corp,Santa Rosa,CA,5069897,BAYCOM CORP,BHC,WALNUT CREEK,CA,active,100.0,85.5,"state,city",strong
Seg Federal Credit Union,Laurel,MT,372480,S.E.G. FEDERAL CREDIT UNION,FCU,LAUREL,MT,active,100.0,94.1,"state,city",strong
Northpark Community Credit Union,Indianapolis,IN,509996,NORTHPARK COMMUNITY CREDIT UNION,SCU,INDIANAPOLIS,IN,closed,100.0,100.0,"state,city",strong
Tri-Town Teachers Federal Credit Union,Westport,CT,874984,TRI-TOWN TEACHERS FEDERAL CREDIT UNION,FCU,WESTPORT,CT,closed,100.0,100.0,"state,city",strong
Integrity Federal Credit Union,Barberton,OH,924375,INTEGRITY FEDERAL CREDIT UNION,FCU,BARBERTON,OH,active,100.0,100.0,"state,city",strong
First Credit Bank,West Hollywood,CA,5069,FIRST CREDIT BANK,NMB,WEST HOLLYWOOD,CA,active,100.0,100.0,"state,city",strong
Partnership Bank,Cedarburg,WI,114149,PARTNERS BANK,NMB,SPENCER,WI,active,100.0,89.7,state,strong
Horizon Bank Ssb,Austin,TX,703552,"HORIZON BANK, SSB",SSB,AUSTIN,TX,active,100.0,97.0,"state,city",strong
Corporate America Credit Union,Irondale,AL,762698,CORPORATE AMERICA CREDIT UNION,SCU,IRONDALE,AL,active,100.0,100.0,"state,city",strong
Tobacco Valley Teachers Federal Credit Union,enfield,CT,218672,TOBACCO VALLEY TEACHERS FEDERAL CREDIT UNION,FCU,ENFIELD,CT,active,100.0,100.0,"state,city",strong
Ohio Valley Community Federal Credit Union,Clarington,OH,383093,OHIO VALLEY COMMUNITY FEDERAL CREDIT UNION,FCU,HANNIBAL,OH,active,100.0,100.0,state,strong
The First National Bank Of Bemidji,Bemidji,MN,363657,"FIRST NATIONAL BANK OF BEMIDJI, THE",NAT,BEMIDJI,MN,active,100.0,93.6,"state,city",strong
First Class Federal Credit Union,Allentown,PA,871871,FIRST CLASS FEDERAL CREDIT UNION,FCU,ALLENTOWN,PA,closed,100.0,100.0,"state,city",strong
Border Federal Credit Union,Del Rio,TX,573698,BORDER FEDERAL CREDIT UNION,FCU,DEL RIO,TX,active,100.0,100.0,"state,city",strong
Homefirst Mortgage Bankers,Irvine,CA,5591259,"ARIS MORTGAGE INTERMEDIATE HOLDING COMPANY, LLC",DEO,THOUSAND OAKS,CA,active,100.0,85.5,state,strong
Bank Of Alma,Alma,WI,564052,BANK OF ALMA,NMB,ALMA,WI,active,100.0,100.0,"state,city",strong
Noda Federal Credit Union,Slidell,LA,707279,NODA FEDERAL CREDIT UNION,FCU,NEW ORLEANS,LA,active,100.0,100.0,state,strong
"Dakota Community Bank & Trust, N.A.",Hebron,ND,815156,"DAKOTA COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION",NAT,HEBRON,ND,active,100.0,87.7,"state,city",strong
Manhattan Bank,Manhattan,MT,614751,MANHATTAN BANK,NMB,MANHATTAN,MT,active,100.0,100.0,"state,city",strong
Lowry State Bank,Lowry,MN,457,LOWRY STATE BANK,NMB,LOWRY,MN,active,100.0,100.0,"state,city",strong
Red Wing Credit Union,Red Wing,MN,689496,RED WING CREDIT UNION,SCU,RED WING,MN,active,100.0,100.0,"state,city",strong
New Foundation Savings Bank,Cincinnati,OH,918776,NEW FOUNDATION SAVINGS BANK,SAL,CINCINNATI,OH,active,100.0,100.0,"state,city",strong
Ussco Federal Credit Union,Johnstown,PA,301583,USSCO JOHNSTOWN FEDERAL CREDIT UNION,FCU,JOHNSTOWN,PA,active,100.0,95.0,"state,city",strong
Big Island Federal Credit Union,Hilo,HI,479576,BIG ISLAND FEDERAL CREDIT UNION,FCU,HILO,HI,active,100.0,100.0,"state,city",strong
Geauga Credit Union,Burton,OH,283997,"GEAUGA CREDIT UNION, INC.",SCU,BURTON,OH,closed,100.0,86.4,"state,city",strong
Armstrong Associates Federal Credit Union,Ford City,PA,194187,ARMSTRONG ASSOCIATES FEDERAL CREDIT UNION,FCU,FORD CITY,PA,active,100.0,100.0,"state,city",strong
Banks Insurance,Houston,VA,5493540,"HIABRB INSURANCE AGENCY, LLC",DEO,HARRISONBURG,VA,active,100.0,85.5,state,strong
Nsb Bank,Mason City,IA,253646,NSB BANK,NMB,MASON CITY,IA,active,100.0,100.0,"state,city",strong
Cincinnati Ohio Police Federal Credit Union,Cincinnati,OH,173173,CINCINNATI OHIO POLICE FEDERAL CREDIT UNION,FCU,CINCINNATI,OH,active,100.0,100.0,"state,city",strong
Accredited Wealth Management,Louisville,KY,1354232,"UNITED MANAGEMENT SERVICES OF KENTUCKY, INC.",DEO,LOUISVILLE,KY,closed,100.0,85.5,"state,city",strong
Bank Of Taiwan New York Branch,New York City,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Virginia Beach Postal Federal Credit Union,Virginia Beach,VA,339782,VIRGINIA BEACH POSTAL FEDERAL CREDIT UNION,FCU,VIRGINIA BEACH,VA,active,100.0,100.0,"state,city",strong
Allnations Bank,Calumet,OK,146056,ALLNATIONS BANK,SMB,CALUMET,OK,active,100.0,100.0,"state,city",strong
Bethlehem 1St Federal Credit Union,Bethlehem,PA,983970,BETHLEHEM 1ST FEDERAL CREDIT UNION,FCU,BETHLEHEM,PA,active,100.0,100.0,"state,city",strong
Peoples Bank Of Kankakee County,Bourbonnais,IL,821036,PEOPLES BANK OF KANKAKEE COUNTY,NMB,BOURBONNAIS,IL,active,100.0,100.0,"state,city",strong
Bank Of Commerce Holdings,Redding,CA,1030040,BANK OF COMMERCE HOLDINGS,BHC,SACRAMENTO,CA,closed,100.0,100.0,state,strong
Highway District 21 Federal Credit Union,Mcallen,TX,529079,HIGHWAY DISTRICT 21 FEDERAL CREDIT UNION,FCU,PHARR,TX,active,100.0,100.0,state,strong
The Bank Of Bennington,Bennington,VT,133579,"BANK OF BENNINGTON, THE",SAL,BENNINGTON,VT,active,100.0,92.9,"state,city",strong
Sioux Valley Community Credit Union,sioux city,IA,218690,SIOUX VALLEY CREDIT UNION,SCU,SIOUX CITY,IA,active,100.0,95.0,"state,city",strong
Jcb International Credit Card,Los Angeles,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,state,strong
Texas Plains Federal Credit Union,Amarillo,TX,244279,TEXAS PLAINS FEDERAL CREDIT UNION,FCU,AMARILLO,TX,active,100.0,100.0,"state,city",strong
Reunion Bank Of Florida,Tavares,FL,397036,HORIZON BANK OF FLORIDA,NMB,PENSACOLA,FL,closed,100.0,87.0,state,strong
Veracity Credit,Greenwood Village,CO,835976,AFFIDIAN FEDERAL CREDIT UNION,FCU,DENVER,CO,active,100.0,85.5,state,strong
Aristotle Credit Partners,,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,99.5,85.5,state,strong
Dakota Plains Federal Credit Union,lemmon,SD,743688,DAKOTA PLAINS FEDERAL CREDIT UNION,FCU,LEMMON,SD,active,100.0,100.0,"state,city",strong
Lighthouse Bank,Waltham,CA,2451240,PACIFIC COAST BANKERS' BANK,SMB,WALNUT CREEK,CA,active,100.0,85.5,"state,city",strong
First Federal Savings Bank Of Mascoutah,Mascoutah,IL,771878,FIRST FEDERAL SAVINGS BANK,FSB,OTTAWA,IL,active,100.0,90.0,"state,city",strong
Valley State Bank,Russellville,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong
Genfed Federal Credit Union,lorain,OH,871787,CINFED FEDERAL CREDIT UNION,FCU,CINCINNATI,OH,active,100.0,92.6,state,strong
Red River State Bank,Halstad,MN,1005655,RED RIVER STATE BANK,NMB,HALSTAD,MN,active,100.0,100.0,"state,city",strong
Members Community Credit Union,Muscatine,IA,836197,MEMBERS COMMUNITY CREDIT UNION,SCU,MUSCATINE,IA,active,100.0,100.0,"state,city",strong
Great Plains State Bank,Petersburg,NE,733559,GREAT PLAINS STATE BANK,NMB,PETERSBURG,NE,active,100.0,100.0,"state,city",strong
Olive View Federal Credit Union,Sylmar,CA,628075,OLIVE VIEW EMPLOYEES FEDERAL CREDIT UNION,FCU,SYLMAR,CA,active,100.0,95.0,"state,city",strong
New Hampshire Federal Credit Union,Concord,NH,14070,NEW HAMPSHIRE FEDERAL CREDIT UNION,FCU,CONCORD,NH,active,100.0,100.0,"state,city",strong
Citizens State Bank & Trust,Hiawatha,KS,937759,CITIZENS STATE BANK,NMB,HUGOTON,KS,active,100.0,95.0,state,strong
African American Credit Union Coalition,Snellville,GA,1015793,CENTER PARC CREDIT UNION,SCU,ATLANTA,GA,active,100.0,85.5,state,strong
160 Cleveland Heights Teachers Credit Union,Cleveland Hts,OH,162195,"CLEVELAND HEIGHTS TEACHERS CREDIT UNION, INC.",SCU,CLEVELAND,OH,closed,100.0,88.6,"state,city",strong
Port Arthur Community Federal Credit Union,Port Arthur,TX,252283,PORT ARTHUR COMMUNITY FEDERAL CREDIT UNION,FCU,PORT ARTHUR,TX,active,100.0,100.0,"state,city",strong
Blue Chip Federal Credit Union,Harrisburg,PA,370691,BLUE CHIP FEDERAL CREDIT UNION,FCU,HARRISBURG,PA,closed,100.0,100.0,"state,city",strong
Kemba Indianapolis Credit Union,Indianapolis,IN,177395,KEMBA INDIANAPOLIS CREDIT UNION,SCU,INDIANAPOLIS,IN,active,100.0,100.0,"state,city",strong
Westport Federal Credit Union,Westport,MA,225380,WESTPORT FEDERAL CREDIT UNION,FCU,WESTPORT,MA,active,100.0,100.0,"state,city",strong
Primesouth Bank,Tallassee,AL,2858867,"PRIMESOUTH BANCSHARES, INC.",BHC,TALLASSEE,AL,closed,100.0,86.9,"state,city",strong
Memorial Credit Union,Chattanooga,TX,444396,MEMORIAL CREDIT UNION,SCU,HOUSTON,TX,active,100.0,100.0,state,strong
First Nrv Federal Credit Union,Radford,VA,49773,FIRST NRV FEDERAL CREDIT UNION,FCU,RADFORD,VA,active,100.0,100.0,"state,city",strong
Central Savings Bank,New York City,NY,614005,CENTRAL SAVINGS BANK,SSB,NEW YORK,NY,closed,100.0,100.0,"state,city",strong
Educational Community Alliance Credit Union,Toledo,OH,578095,EDUCATIONAL COMMUNITY ALLIANCE CREDIT UNION,SCU,TOLEDO,OH,active,100.0,100.0,"state,city",strong
Linxus Credit Union,Machesney Pk,IL,120298,LINXUS CREDIT UNION,SCU,MACHESNEY PARK,IL,active,100.0,100.0,"state,city",strong
Rockland Savings Bank Fsb,Rockland,ME,95677,"ROCKLAND SAVINGS BANK, FSB",FSB,ROCKLAND,ME,active,100.0,98.0,"state,city",strong
First Community Bank Of Mercersburg,Mercersburg,PA,371924,COMMUNITY BANK,NMB,CARMICHAELS,PA,active,100.0,90.0,state,strong
Wawa Employees Credit Union,Media,PA,786993,WAWA EMPLOYEES CREDIT UNION,SCU,MEDIA,PA,closed,100.0,100.0,"state,city",strong
First Lincoln Federal Credit Union,Lincoln,NE,834586,FIRST LINCOLN FEDERAL CREDIT UNION,FCU,LINCOLN,NE,active,100.0,100.0,"state,city",strong
Mile High Federal Credit Union,Butte,MT,257475,MILE HIGH FEDERAL CREDIT UNION,FCU,BUTTE,MT,active,100.0,100.0,"state,city",strong
Lafayette State Bank,Mayo,FL,535931,LAFAYETTE STATE BANK,NMB,MAYO,FL,active,100.0,100.0,"state,city",strong
My Bank,Belen,NM,712956,FIRST NEW MEXICO BANK,NMB,DEMING,NM,active,100.0,85.5,state,strong
First Bank Of The Lake,Osage Beach,MO,758851,FIRST BANK OF THE LAKE,NMB,OSAGE BEACH,MO,active,100.0,100.0,"state,city",strong
Ukrainian Selfreliance Federal Credit Union,Feasterville,PA,478887,UKRAINIAN SELFRELIANCE FEDERAL CREDIT UNION,FCU,FEASTERVILLE TREVOSE,PA,closed,100.0,100.0,"state,city",strong
Woodsfield Savings Bank,Woodsfield,OH,97279,WOODSFIELD SAVINGS BANK,NMB,WOODSFIELD,OH,active,100.0,100.0,"state,city",strong
ST Jude Credit Union,Chicago,IL,831697,SAINT JUDE CREDIT UNION,SCU,CHICAGO,IL,closed,100.0,93.0,"state,city",strong
Denison State Bank,Holton,KS,354,BISON STATE BANK,NMB,BISON,KS,active,100.0,88.2,state,strong
Idaho Banking Company,Boise,ID,5755378,"NORTH IDAHO TITLE INSURANCE, INC.",DEO,COEUR D'ALENE,ID,active,100.0,85.5,"state,city",strong
Ny Team Federal Credit Union,Hicksville,NY,948586,N Y TEAM FEDERAL CREDIT UNION,FCU,HICKSVILLE,NY,active,100.0,98.2,"state,city",strong
Electel Cooperative Federal Credit Union,raleigh,NC,945192,ELECTEL COOPERATIVE FEDERAL CREDIT UNION,FCU,RALEIGH,NC,active,100.0,100.0,"state,city",strong
Jersey Trades Federal Credit Union,troy hills,NJ,856878,JERSEY CENTRAL FEDERAL CREDIT UNION,FCU,CRANFORD,NJ,active,100.0,89.9,state,strong
Patriot Bank Mortgage,Dallas,AR,2712398,"RIVERSIDE MORTGAGE COMPANY, INC.",DEO,LITTLE ROCK,AR,active,100.0,85.5,state,strong
American Investors Bank And Mortgage,Eden Prairie,MN,3229642,AMERICAN INVESTORS BANK AND MORTGAGE,FSB,EDEN PRAIRIE,MN,closed,100.0,100.0,"state,city",strong
River Cities Bank,Wisconsin Rapids,WI,2518479,"RIVER CITIES BANCSHARES, INC.",BHC,WISCONSIN RAPIDS,WI,closed,100.0,87.3,"state,city",strong
My Community Federal Credit Union,midland,TX,55288,MY COMMUNITY CREDIT UNION,SCU,MIDLAND,TX,active,100.0,95.0,"state,city",strong
Peoples Credit,Gresham,OR,149972,SAGE FEDERAL CREDIT UNION,FCU,KLAMATH FALLS,OR,active,100.0,85.5,state,strong
Bmw Bank Of North America,Salt Lake City,UT,2850722,BMW BANK OF NORTH AMERICA,NMB,SALT LAKE CITY,UT,active,100.0,100.0,"state,city",strong
Bank Of Old Monroe,Old Monroe,MO,880855,"BANK OF OLD MONROE, THE",NMB,OLD MONROE,MO,active,100.0,87.8,"state,city",strong
Haddon Savings Bank,Haddon Heights,NJ,1008076,HADDON SAVINGS BANK,SSB,HADDON HEIGHTS,NJ,active,100.0,100.0,"state,city",strong
Healthcare Financial Federal Credit Union,New Haven,CT,928784,HEALTHCARE FINANCIAL CREDIT UNION,SCU,NEW HAVEN,CT,active,100.0,95.0,"state,city",strong
The Royal Bank Of Scotland NV,Stamford,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong
Kcb Bank,Kearney,MO,400057,FIRST STATE BANK OF THE OZARKS,NMB,PURDY,MO,active,100.0,85.5,state,strong
Corebank,Waynoka,OK,474656,COREBANK,NMB,WAYNOKA,OK,active,100.0,100.0,"state,city",strong
Cv Credit,Miami,FL,80972,EDUCATIONAL FEDERAL CREDIT UNION,FCU,MIAMI,FL,active,100.0,85.5,"state,city",strong
Credit Express,Long Grove,IL,66293,FIELDSTONE CREDIT UNION,SCU,BRADLEY,IL,active,100.0,85.5,state,strong
Charter West Bank,West Point,NE,582953,CHARTER WEST BANK,SMB,WEST POINT,NE,active,100.0,100.0,"state,city",strong
Green Mountain Credit Union,S Burlington,VT,838995,GREEN MOUNTAIN CREDIT UNION,SCU,SOUTH BURLINGTON,VT,active,100.0,100.0,"state,city",strong
Rockland Savings Bank,Rockland,ME,95677,"ROCKLAND SAVINGS BANK, FSB",FSB,ROCKLAND,ME,active,100.0,89.4,"state,city",strong
Grand Timber Bank,Mcgregor,MN,918356,GRAND TIMBER BANK,NMB,MCGREGOR,MN,active,100.0,100.0,"state,city",strong
Georgia Power Federal Credit Union,atlanta,GA,417886,GEORGIA POWER VALDOSTA FEDERAL CREDIT UNION,FCU,VALDOSTA,GA,active,100.0,95.0,"state,city",strong
Community Valley Bank,El Centro,CA,3637706,COMMUNITY VALLEY BANK,NMB,EL CENTRO,CA,closed,100.0,100.0,"state,city",strong
Zia Credit Union,Los Alamos,NM,483591,ZIA CREDIT UNION,SCU,LOS ALAMOS,NM,active,100.0,100.0,"state,city",strong
Finger Lakes Health Care Federal Credit Union,Elmira,NY,480488,FINGER LAKES HEALTH CARE FEDERAL CREDIT UNION,FCU,ELMIRA,NY,active,100.0,100.0,"state,city",strong
Winfirst Bank,Winchester,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong
Southern Credit Union,Chattanooga,TN,446699,TEN CREDIT UNION,SCU,NASHVILLE,TN,active,100.0,86.5,state,strong
Toledo Metro Federal Credit Union,Toledo,OH,119180,TOLEDO METRO FEDERAL CREDIT UNION,FCU,TOLEDO,OH,active,100.0,100.0,"state,city",strong
Stoughton Co-Operative Bank,Stoughton,MA,164975,STOUGHTON CO-OPERATIVE BANK,SMB,STOUGHTON,MA,active,100.0,100.0,"state,city",strong
Beach Municipal Federal Credit Union,Virginia Beach,VA,74186,BEACH MUNICIPAL FEDERAL CREDIT UNION,FCU,VIRGINIA BEACH,VA,active,100.0,100.0,"state,city",strong
Strait View Credit Union,,WA,84998,STRAIT VIEW CREDIT UNION,SCU,PORT ANGELES,WA,active,100.0,100.0,state,strong
Metropolitan Services Credit Union,Saint Paul,MN,267698,METROPOLITAN SERVICES CREDIT UNION,SCU,SAINT PAUL,MN,active,100.0,100.0,"state,city",strong
The State Bank Of Pearl City,Pearl City,IL,923949,"STATE BANK OF PEARL CITY, THE",NMB,PEARL CITY,IL,active,100.0,93.3,"state,city",strong
Willamette Community Bank,Albany,OR,779360,COMMUNITY BANK,NMB,JOSEPH,OR,closed,100.0,90.0,state,strong
Acme Continental Credit Union,Riverdale,IL,122890,A C M E CONTINENTAL CREDIT UNION,SCU,RIVERDALE,IL,active,100.0,95.1,"state,city",strong
Cambridge State Bank,Cambridge,MN,314257,DEERWOOD BANK,NMB,WAITE PARK,MN,active,100.0,85.5,state,strong
Country Federal Credit Union,Macclenny,FL,94193,DADE COUNTY FEDERAL CREDIT UNION,FCU,MIAMI,FL,active,100.0,90.0,"state,city",strong
Municipal Employees Credit Union,Oklahoma City,OK,759894,MUNICIPAL EMPLOYEES CREDIT UNION OF OKLAHOMA CITY,SCU,OKLAHOMA CITY,OK,active,100.0,90.0,"state,city",strong
Farmway Credit Union,Beloit,KS,446091,FARMWAY CREDIT UNION,SCU,BELOIT,KS,active,100.0,100.0,"state,city",strong
Otis Federal Credit Union,JAY,ME,288787,OTIS FEDERAL CREDIT UNION,FCU,JAY,ME,active,100.0,100.0,"state,city",strong
Federated Bank,Onarga,IL,640143,FEDERATED BANK,NMB,ONARGA,IL,active,100.0,100.0,"state,city",strong
San Angelo Federal Credit Union,San Angelo,TX,500171,SAN ANGELO FEDERAL CREDIT UNION,FCU,SAN ANGELO,TX,active,100.0,100.0,"state,city",strong
First National Bank North,Walker,MN,805755,FIRST NATIONAL BANK NORTH,NAT,WALKER,MN,active,100.0,100.0,"state,city",strong
Fargo Va Federal Credit Union,Fargo,ND,957579,FARGO PUBLIC SCHOOLS FEDERAL CREDIT UNION,FCU,FARGO,ND,active,100.0,89.8,"state,city",strong
Greater State Bank,Mcallen,TX,518877,GREATER STATE BANK,NMB,MCALLEN,TX,active,100.0,100.0,"state,city",strong
Postal Family Federal Credit Union,Fargo,ND,816470,POSTAL FAMILY FEDERAL CREDIT UNION,FCU,FARGO,ND,active,100.0,100.0,"state,city",strong
Houston Metropolitan Federal Credit Union,Houston,TX,869195,HOUSTON METROPOLITAN FEDERAL CREDIT UNION,FCU,HOUSTON,TX,closed,100.0,100.0,"state,city",strong
Taylorville Community Credit Union,Taylorville,IL,132394,TAYLORVILLE COMMUNITY CREDIT UNION,SCU,TAYLORVILLE,IL,active,100.0,100.0,"state,city",strong
Longshoremen's Local 4 Federal Credit Union,Vancouver,WA,190787,LONGSHOREMEN'S LOCAL 4 FEDERAL CREDIT UNION,FCU,VANCOUVER,WA,active,100.0,100.0,"state,city",strong
Datalink Bankcard,Richardson,TX,3821037,R BANK,NMB,ROUND ROCK,TX,active,97.6,75.0,"state,city",strong
Fintech Credit Innovations,Saint Petersburg,FL,625681,HIALEAH MUNICIPAL EMPLOYEES FEDERAL CREDIT UNION,FCU,HIALEAH,FL,active,100.0,85.5,state,strong
Mcclain Bank,Purcell,OK,648251,MCCLAIN BANK,NMB,PURCELL,OK,active,100.0,100.0,"state,city",strong
Illini State Bank,Oglesby,IL,180845,ILLINI STATE BANK,SMB,TONICA,IL,active,100.0,100.0,state,strong
Iowa Savings Bank,Dike,IA,190648,IOWA SAVINGS BANK,NMB,CARROLL,IA,active,100.0,100.0,state,strong
Breco Federal Credit Union,Baton Rouge,LA,857099,BRECO FEDERAL CREDIT UNION,FCU,BATON ROUGE,LA,active,100.0,100.0,"state,city",strong
The Apple Creek Banking Company,Apple Creek,OH,213912,"APPLE CREEK BANKING COMPANY, THE",SMB,APPLE CREEK,OH,active,100.0,93.5,"state,city",strong
Bcm Federal Credit Union,Houston,TX,12889,B C M FEDERAL CREDIT UNION,FCU,HOUSTON,TX,active,100.0,96.0,"state,city",strong
Maine Family Federal Credit Union,Lewiston,ME,811372,MAINE FAMILY FEDERAL CREDIT UNION,FCU,LEWISTON,ME,active,100.0,100.0,"state,city",strong
Bank Card Systems,Rochelle Park,NJ,6095071,LIBERTY BANK OF NEW JERSEY,NMB,VERONA,NJ,active,100.0,85.5,"state,city",strong
Root River State Bank,Chatfield,MN,309851,ROOT RIVER STATE BANK,SMB,CHATFIELD,MN,active,100.0,100.0,"state,city",strong
Oklahoma Capital Bank,Tulsa,OK,284154,OKLAHOMA CAPITAL BANK,SMB,TULSA,OK,active,100.0,100.0,"state,city",strong
Maine Bankers Association,Westbrook,ME,6006723,MAINE HOUSING INVESTMENT FUND I LIMITED PARTNERSHIP,DEO,PORTLAND,ME,active,100.0,85.5,state,strong
West Metro Schools Credit Union,Hopkins,MN,660897,WEST METRO SCHOOLS CREDIT UNION,SCU,HOPKINS,MN,active,100.0,100.0,"state,city",strong
Credit Financial Services,Dallas,CT,66873,"AMERICAN EAGLE FINANCIAL CREDIT UNION, INC.",SCU,EAST HARTFORD,CT,active,100.0,85.5,state,strong
Encompass Niagara Credit Union,Niagara Falls,NY,813899,ENCOMPASS NIAGARA FEDERAL CREDIT UNION,FCU,NIAGARA FALLS,NY,active,100.0,95.0,"state,city",strong
Visionary Federal Credit Union,Bridgeville,PA,193283,VISIONARY FEDERAL CREDIT UNION,FCU,BRIDGEVILLE,PA,active,100.0,100.0,"state,city",strong
L'Oreal USA Federal Credit Union,Clark,NJ,154686,L'OREAL USA FEDERAL CREDIT UNION,FCU,CLARK,NJ,active,100.0,100.0,"state,city",strong
The Dickinson County Bank,Enterprise,KS,981350,DICKINSON COUNTY BANK,NMB,ENTERPRISE,KS,active,100.0,95.0,"state,city",strong
Chesterfield Federal Credit Union,Richmond,VA,581983,CHESTERFIELD FEDERAL CREDIT UNION,FCU,NORTH CHESTERFIELD,VA,closed,100.0,100.0,state,strong
First Missouri Bank,Brookfield,MO,3963526,"FIRST MISSOURI BANCSHARES, INC.",FHD,BROOKFIELD,MO,active,100.0,87.6,"state,city",strong
General Business Credit,Austin,CA,483386,FIRST TECHNOLOGY FEDERAL CREDIT UNION,FCU,SAN JOSE,CA,active,100.0,85.5,state,strong
Bradford Bank,Baltimore,MD,250878,BRADFORD BANK,FSB,BALTIMORE,MD,closed,100.0,100.0,"state,city",strong
Membersource Credit Union,Houston,IN,930376,MEMBERS SOURCE CREDIT UNION,SCU,MERRILLVILLE,IN,active,100.0,96.2,state,strong
Dixie Line Credit Union,Nashville,TN,514897,DIXIE LINE CREDIT UNION,SCU,NASHVILLE,TN,active,100.0,100.0,"state,city",strong
Equitable Federal Credit Union,akron,OH,486079,EQUITABLE FEDERAL CREDIT UNION,FCU,AKRON,OH,closed,100.0,100.0,"state,city",strong
Credit Systems Of The Fox Valley,Neenah,WI,209595,MARINE CREDIT UNION,SCU,LA CROSSE,WI,active,100.0,85.5,state,strong
Pacific Coast Bankers Bancshares,Walnut Creek,CA,2731586,PACIFIC COAST BANKERS' BANCSHARES,BHC,WALNUT CREEK,CA,active,100.0,98.5,"state,city",strong
Gas & Electric Credit Union,Rock Island,IL,511999,GAS AND ELECTRIC CREDIT UNION,SCU,ROCK ISLAND,IL,active,100.0,92.9,"state,city",strong
Grand Junction Federal Credit Union,Grand Junction,CO,819181,GRAND JUNCTION FEDERAL CREDIT UNION,FCU,GRAND JUNCTION,CO,active,100.0,100.0,"state,city",strong
Copper Basin Federal Credit Union,Copperhill,TN,292887,COPPER BASIN FEDERAL CREDIT UNION,FCU,COPPERHILL,TN,active,100.0,100.0,"state,city",strong
